Size
"12"" x 12"""
"16"" x 16"""
"20"" x 20"""
"30"" x 30"""
"A4 - 8.27"" x 11.67"""
"A3 - 11.7"" x 16.5"""
"A2 - 16.5"" x 23.4"""
"A1 - 23.4"" x 33.1"""
"12"" x 16"""
"18"" x 24"""
"24"" x 32"""
"30"" x 40"""
"16"" x 20"""
"6"" x 8"""
"8"" x 10"""
"20"" x 28"" (50cm x 70cm)"
"24"" x 36"""
"A0 - 33.1"" x 46.8"""
"28"" x 40"" (70cm x 100cm)"
"12"" x 18"""
"16"" x 24"""
"20"" x 30"""
"11"" x 14"""
"8"" x 12"""
